symbol,date,open,high,low,close,adjusted_close,volume
NVDA,2024-05-30,1146.5,1158.192,1096.63,1105.0,110.4377,487350305
SPY,2024-05-30,524.52,525.2,521.33,522.61,510.1858,46377600
AAPL,2024-05-31,191.44,192.57,189.91,192.25,190.7746,75158300
MSFT,2024-05-31,416.75,416.75,404.51,415.13,409.5921,47995246
NVDA,2024-05-31,1125.2,1127.17,1069.4,1096.33,109.5712,613262454
SPY,2024-05-31,523.59,527.5,518.36,527.37,514.8326,90785800
AAPL,2024-06-03,192.9,194.99,192.52,194.03,192.5409,50080500
MSFT,2024-06-03,415.525,416.43,408.9234,413.52,408.0035,17484680
NVDA,2024-06-03,1136.21,1150.0,1120.03,1150.0,114.9351,438391796
SPY,2024-06-03,529.02,529.31,522.6,527.8,515.2524,46835700
AAPL,2024-06-04,194.64,195.32,193.03,194.35,192.8584,47471400
MSFT,2024-06-04,412.43,416.44,409.675,416.07,410.5195,14348920
NVDA,2024-06-04,1157.16,1166.0,1140.45,1164.37,116.3713,403323976
SPY,2024-06-04,526.46,529.15,524.96,528.39,515.8284,34632700
AAPL,2024-06-05,195.4,196.9,194.87,195.87,194.3668,54156800
MSFT,2024-06-05,417.81,424.08,416.3,424.01,418.3536,16988039
NVDA,2024-06-05,1183.71,1224.495,1174.68,1224.4,122.3709,528401795
SPY,2024-06-05,530.77,534.69,528.73,534.67,521.9591,47610400
AAPL,2024-06-06,195.69,196.5,194.17,194.48,192.9874,41181800
MSFT,2024-06-06,424.01,425.31,420.58,424.52,418.8568,14861250
NVDA,2024-06-06,1240.48,1255.87,1183.2,1209.98,120.9298,664696163
SPY,2024-06-06,534.98,535.42,532.68,534.66,521.9493,30808500
AAPL,2024-06-07,194.65,196.94,194.14,196.89,195.3789,53103900
MSFT,2024-06-07,426.2,426.28,423.0,423.85,418.1957,13621650
NVDA,2024-06-07,1197.7,1216.917,1180.22,1208.88,120.8198,412385776
SPY,2024-06-07,533.66,536.89,532.54,534.01,521.3148,43224500
AAPL,2024-06-10,196.9,197.3,192.15,193.12,191.6379,97010200
MSFT,2024-06-10,424.7,428.08,423.89,427.87,422.1621,14003030
NVDA,2024-06-10,120.37,123.1,117.01,121.79,121.7213,314162688
SPY,2024-06-10,533.18,535.99,532.57,535.66,522.9255,35686100
AAPL,2024-06-11,193.65,207.16,193.63,207.15,205.5602,172373300
MSFT,2024-06-11,425.475,432.82,425.25,432.68,426.9079,14551100
NVDA,2024-06-11,121.77,122.87,118.74,120.91,120.8517,222551203
SPY,2024-06-11,534.07,537.01,532.05,536.95,524.1849,36383400
AAPL,2024-06-12,207.37,220.2,206.9,213.07,211.4348,198134300
MSFT,2024-06-12,435.32,443.4,433.25,441.06,435.1762,22366230
NVDA,2024-06-12,123.06,126.88,122.57,125.2,125.1397,299595000
SPY,2024-06-12,541.63,544.12,540.3,541.36,528.49,63251300
AAPL,2024-06-13,214.74,216.75,211.6,214.24,212.5958,97862700
MSFT,2024-06-13,440.85,443.39,439.37,441.58,435.6892,15960570
NVDA,2024-06-13,129.39,129.8,127.16,129.61,129.5475,260704500
SPY,2024-06-13,543.15,543.33,539.59,542.45,529.5541,44760900
AAPL,2024-06-14,213.85,215.17,211.3,212.49,210.8592,70122700
MSFT,2024-06-14,438.275,443.1376,436.721,442.57,436.666,13581990
NVDA,2024-06-14,129.96,132.84,128.32,131.88,131.8164,309320375
SPY,2024-06-14,540.88,542.81,539.85,542.78,529.8763,40089900
AAPL,2024-06-17,213.37,218.95,212.72,216.67,215.0071,93728300
MSFT,2024-06-17,442.585,450.94,440.72,448.37,442.3886,20790029
NVDA,2024-06-17,132.99,133.73,129.58,130.98,130.9169,288504375
SPY,2024-06-17,542.08,548.53,541.61,547.1,534.0936,55839500
AAPL,2024-06-18,217.59,218.63,213.0,214.29,212.6454,79943300
MSFT,2024-06-18,449.705,450.14,444.89,446.34,440.3857,17112500
NVDA,2024-06-18,131.14,136.33,130.69,135.58,135.5147,294335094
SPY,2024-06-18,547.16,548.62,546.73,548.49,535.4505,41376400
AAPL,2024-06-20,213.93,214.24,208.85,209.68,208.0708,86172500
MSFT,2024-06-20,446.3,446.53,441.27,445.7,439.7543,19877381
NVDA,2024-06-20,139.8,140.76,129.52,130.78,130.717,517768375
SPY,2024-06-20,549.44,550.12,545.18,547.0,533.9959,70328200
AAPL,2024-06-21,210.39,211.89,207.11,207.49,205.8976,241805100
MSFT,2024-06-21,447.38,450.58,446.51,449.78,443.7798,34486168
NVDA,2024-06-21,127.12,130.63,124.3,126.57,126.509,655484688
SPY,2024-06-21,544.4,545.65,543.02,544.51,533.28,64338600
AAPL,2024-06-24,207.72,212.7,206.59,208.14,206.5426,80727000
MSFT,2024-06-24,449.8,452.75,446.41,447.67,441.698,15913720
NVDA,2024-06-24,123.24,124.46,118.04,118.11,118.0531,476060906
SPY,2024-06-24,544.33,546.95,542.62,542.74,531.5465,45528700
AAPL,2024-06-25,209.15,211.38,208.61,209.07,207.4655,55549700
MSFT,2024-06-25,448.25,451.42,446.75,450.95,444.9342,16747529
NVDA,2024-06-25,121.2,126.5,119.32,126.09,126.0292,425787500
SPY,2024-06-25,543.99,545.2,542.44,544.83,533.5934,37936200
AAPL,2024-06-26,211.5,214.86,210.64,213.25,211.6134,66213200
MSFT,2024-06-26,449.0,453.6,448.19,452.16,446.1281,16507029
NVDA,2024-06-26,126.13,128.12,122.6,126.4,126.3391,362975906
SPY,2024-06-26,543.69,546.24,543.03,545.51,534.2594,38550600
AAPL,2024-06-27,214.69,215.74,212.35,214.1,212.4569,49772700
MSFT,2024-06-27,452.175,456.17,451.77,452.85,446.8089,14806320
NVDA,2024-06-27,124.1,126.41,122.92,123.99,123.9302,252571703
SPY,2024-06-27,545.37,546.96,544.61,546.37,535.1017,35041500
AAPL,2024-06-28,215.77,216.07,210.3,210.62,209.0036,82542700
MSFT,2024-06-28,453.07,455.38,446.41,446.95,440.9876,28362270
NVDA,2024-06-28,124.58,127.71,122.75,123.54,123.4805,315516719
SPY,2024-06-28,547.16,550.28,542.95,544.22,532.996,76144500
AAPL,2024-07-01,212.09,217.51,211.92,216.75,215.0865,60402900
MSFT,2024-07-01,448.66,457.37,445.66,456.73,450.6371,17662820
NVDA,2024-07-01,123.47,124.84,118.83,124.3,124.2401,284885500
SPY,2024-07-01,545.63,545.88,542.52,545.34,534.0929,40297800
AAPL,2024-07-02,216.15,220.38,215.1,220.27,218.5795,58046200
MSFT,2024-07-02,453.2,459.59,453.113,459.28,453.1531,13979780
