symbol,date,open,high,low,close,adjusted_close,volume
AAPL,2024-01-16,182.16,184.26,180.93,183.63,181.742,65603000
MSFT,2024-01-16,393.66,394.03,387.6229,390.27,383.6609,27202270
NVDA,2024-01-16,550.18,568.3499,549.0,563.82,56.3476,449579686
SPY,2024-01-16,475.26,476.61,473.06,474.93,462.2033,85014900
AAPL,2024-01-17,181.27,182.93,180.3,182.68,180.8017,47317400
MSFT,2024-01-17,387.98,390.11,384.81,389.47,382.8745,22234109
NVDA,2024-01-17,563.47,564.7068,547.4,560.53,56.0188,474394405
SPY,2024-01-17,471.82,472.79,469.87,472.29,459.634,68843900
AAPL,2024-01-18,186.09,189.14,185.83,188.63,186.6906,78005800
MSFT,2024-01-18,391.72,393.99,390.12,393.87,387.2,23392070
NVDA,2024-01-18,572.6,576.0,561.07,571.07,57.0721,491650385
SPY,2024-01-18,474.01,477.06,472.42,476.49,463.7215,91856200
AAPL,2024-01-19,189.33,191.95,188.82,191.56,189.5904,68903000
MSFT,2024-01-19,395.76,398.67,393.5,398.67,391.9187,29331141
NVDA,2024-01-19,579.89,595.0,572.25,594.91,59.4547,543501515
SPY,2024-01-19,477.65,482.72,476.54,482.43,469.5023,110834500
AAPL,2024-01-22,192.3,195.33,192.26,193.89,191.8965,60133900
MSFT,2024-01-22,400.02,400.62,393.59,396.51,389.7953,27016900
NVDA,2024-01-22,600.49,603.31,590.7,596.54,59.6176,452954605
SPY,2024-01-22,484.01,485.22,482.78,483.45,470.495,75844900
AAPL,2024-01-23,195.02,195.75,193.83,195.18,193.1732,42355600
MSFT,2024-01-23,395.75,399.38,393.93,398.9,392.1448,20525881
NVDA,2024-01-23,595.7,599.1,585.85,598.73,59.8364,294654487
SPY,2024-01-23,484.01,485.11,482.89,484.86,471.8672,49945300
AAPL,2024-01-24,195.42,196.38,194.34,194.5,192.5002,53631300
MSFT,2024-01-24,401.54,405.63,400.45,402.56,395.7428,24866949
NVDA,2024-01-24,603.04,628.49,599.38,613.62,61.3245,560270774
SPY,2024-01-24,487.81,488.77,484.88,485.39,472.383,81765000
AAPL,2024-01-25,195.22,196.27,193.11,194.17,192.1736,54822100
MSFT,2024-01-25,404.32,407.01,402.5294,404.87,398.0137,21021160
NVDA,2024-01-25,623.5,627.19,608.5,616.17,61.5794,482776795
SPY,2024-01-25,487.58,488.31,485.39,488.03,474.9522,72525000
AAPL,2024-01-26,194.27,194.76,191.94,192.42,190.4416,44594000
MSFT,2024-01-26,404.37,406.17,402.43,403.93,397.0896,17803270
NVDA,2024-01-26,609.6,617.83,605.73,610.31,60.9937,390308586
SPY,2024-01-26,487.59,489.12,486.54,487.41,474.3488,76641600
AAPL,2024-01-29,192.01,192.2,189.58,191.73,189.7587,47145600
MSFT,2024-01-29,406.06,409.98,404.33,409.72,402.7816,24510240
NVDA,2024-01-29,612.32,624.89,609.07,624.65,62.4268,348733007
SPY,2024-01-29,487.73,491.42,487.17,491.27,478.1054,61322800
AAPL,2024-01-30,190.94,191.8,187.47,188.04,186.1066,55859400
MSFT,2024-01-30,412.26,413.05,406.4501,408.59,401.6707,33477609
NVDA,2024-01-30,629.0,634.93,622.6,627.74,62.7357,410735266
SPY,2024-01-30,490.56,491.62,490.11,490.89,477.7356,58618400
AAPL,2024-01-31,187.04,187.1,184.35,184.4,182.5041,55467800
MSFT,2024-01-31,406.96,415.32,397.21,397.58,390.8471,47871102
NVDA,2024-01-31,614.4,622.6902,607.0,615.27,61.4894,453794875
SPY,2024-01-31,488.62,489.08,482.86,482.88,469.9402,126011100
AAPL,2024-02-01,183.99,186.95,183.82,186.86,184.9388,64885400
MSFT,2024-02-01,401.83,408.0,401.8,403.78,396.9421,30657730
NVDA,2024-02-01,621.0,631.91,616.5,630.27,62.9885,369145776
SPY,2024-02-01,484.63,489.23,483.8,489.2,476.0909,91891600
AAPL,2024-02-02,179.86,187.33,179.25,185.85,183.9392,102551700
MSFT,2024-02-02,403.81,412.65,403.56,411.22,404.2562,28256670
NVDA,2024-02-02,639.74,666.0,636.9,661.6,66.1196,476577695
SPY,2024-02-02,489.65,496.05,489.3,494.35,481.1029,99228200
AAPL,2024-02-05,188.15,189.25,185.84,187.68,185.7503,69668800
MSFT,2024-02-05,409.9,411.16,403.99,405.65,398.7805,25352289
NVDA,2024-02-05,682.25,694.97,672.0501,693.32,69.2896,680077963
SPY,2024-02-05,493.7,494.38,490.23,492.55,479.3511,75757100
AAPL,2024-02-06,186.86,189.31,186.77,189.3,187.3537,43490800
MSFT,2024-02-06,405.88,407.97,402.91,405.49,398.6232,18382619
NVDA,2024-02-06,696.3,697.5399,663.0,682.23,68.1813,683111323
SPY,2024-02-06,493.52,494.32,492.05,493.98,480.7428,55918600
AAPL,2024-02-07,190.64,191.05,188.61,189.41,187.4625,53439000
MSFT,2024-02-07,407.44,414.3,407.4,414.05,407.0382,22340529
NVDA,2024-02-07,683.19,702.2,676.0,700.99,70.0562,495574605
SPY,2024-02-07,496.29,498.53,495.36,498.1,484.7524,70556500
AAPL,2024-02-08,189.39,189.54,187.35,188.32,186.3838,40962000
MSFT,2024-02-08,414.05,415.56,412.53,414.11,407.0972,21225260
NVDA,2024-02-08,700.74,707.94,694.5501,696.41,69.5985,414422066
SPY,2024-02-08,498.1,498.71,497.26,498.32,484.9665,52343600
AAPL,2024-02-09,188.65,189.99,188.0,188.85,187.1468,45155200
MSFT,2024-02-09,415.25,420.82,415.09,420.55,413.4282,22032840
NVDA,2024-02-09,705.3301,721.85,702.12,721.33,72.0889,436636876
SPY,2024-02-09,498.84,501.65,498.49,501.2,487.7693,63979400
AAPL,2024-02-12,188.42,188.67,186.79,187.15,185.4621,41781900
MSFT,2024-02-12,420.555,420.74,414.75,415.26,408.2277,21202920
NVDA,2024-02-12,726.0,746.11,712.5,722.48,72.2039,613710194
SPY,2024-02-12,501.17,503.5,500.24,500.98,487.5552,56502300
AAPL,2024-02-13,185.77,186.21,183.51,185.04,183.3712,56529500
MSFT,2024-02-13,404.94,410.071,403.39,406.32,399.4391,27824939
NVDA,2024-02-13,704.0,734.5001,696.2,721.28,72.0839,602580154
SPY,2024-02-13,494.53,497.09,490.72,494.08,480.8401,113099200
AAPL,2024-02-14,185.32,185.53,182.44,184.15,182.4892,54630500
MSFT,2024-02-14,408.07,409.84,404.57,409.49,403.2999,20401189
NVDA,2024-02-14,732.02,742.36,719.38,739.0,73.8549,504917375
SPY,2024-02-14,496.79,499.07,494.4,498.57,485.2098,68387800
AAPL,2024-02-15,183.55,184.49,181.35,183.86,182.2018,65434500
MSFT,2024-02-15,408.14,409.13,404.29,406.56,400.4142,21825529
NVDA,2024-02-15,738.6901,739.75,724.0,726.5801,72.6136,420121796
SPY,2024-02-15,499.29,502.2,498.8,502.01,488.5576,61683000
AAPL,2024-02-16,183.42,184.85,181.67,182.31,180.6658,49752500
MSFT,2024-02-16,407.96,408.29,403.44,404.06,397.952,22296500
NVDA,2024-02-16,741.0,744.02,725.01,726.13,72.5686,495326595
SPY,2024-02-16,501.7,502.87,498.75,499.51,486.1246,75532900
AAPL,2024-02-20,181.79,182.43,180.0,181.56,179.9226,53665600
MSFT,2024-02-20,403.24,404.49,398.01,402.79,396.7012,24307920
NVDA,2024-02-20,719.47,719.56,677.34,694.52,69.4096,704833113
SPY,2024-02-20,497.72,498.41,494.45,496.76,483.4483,71736700
AAPL,2024-02-21,181.94,182.89,180.66,182.32,180.6757,41371400
MSFT,2024-02-21,400.17,402.29,397.22,402.18,396.1004,18631070
NVDA,2024-02-21,680.0601,688.88,662.48,674.72,67.4308,690298043
SPY,2024-02-21,495.42,497.37,493.56,497.21,483.8862,59293400
AAPL,2024-02-22,183.48,184.96,182.46,184.37,182.7072,52292200
MSFT,2024-02-22,410.19,412.83,408.57,411.65,405.4272,27009869
NVDA,2024-02-22,750.25,785.7501,742.2,785.38,78.49,865099681
SPY,2024-02-22,504.01,508.49,503.02,507.5,493.9005,76402500
AAPL,2024-02-23,185.01,185.04,182.23,182.52,180.8739,45119700
MSFT,2024-02-23,415.67,415.86,408.97,410.34,404.137,16295880
NVDA,2024-02-23,807.9,823.9401,775.7,788.1701,78.7689,829388432
SPY,2024-02-23,509.27,510.13,507.1,507.85,494.2411,61321800
AAPL,2024-02-26,182.24,182.76,180.65,181.16,179.5262,40867400
MSFT,2024-02-26,411.455,412.16,407.36,407.54,401.3794,16193510
NVDA,2024-02-26,797.0001,806.4599,785.05,790.92,79.0437,503972725
SPY,2024-02-26,508.3,508.75,505.86,505.99,492.431,50386700
AAPL,2024-02-27,181.1,183.92,179.56,182.63,180.9829,54318900
MSFT,2024-02-27,407.99,408.32,403.85,407.48,401.3203,14835830
NVDA,2024-02-27,793.8101,794.8,771.62,787.01,78.6529,391705196
SPY,2024-02-27,506.7,507.16,504.75,506.93,493.3458,48854500
AAPL,2024-02-28,182.51,183.12,180.13,181.42,179.7838,48953900
MSFT,2024-02-28,408.175,409.3,405.3201,407.72,401.5566,13183130
NVDA,2024-02-28,776.2,789.3301,771.25,776.63,77.6156,393110386
SPY,2024-02-28,505.33,506.86,504.96,506.26,492.6937,56506600
AAPL,2024-02-29,181.27,182.57,179.53,180.75,179.1199,136682600
MSFT,2024-02-29,408.64,414.2,405.92,413.64,407.3871,31947260
NVDA,2024-02-29,790.94,799.9,783.5,791.12,79.0637,507288975
SPY,2024-02-29,508.07,509.74,505.35,508.08,494.4649,83924800
AAPL,2024-03-01,179.55,180.53,177.38,179.66,178.0397,73563100
MSFT,2024-03-01,411.27,415.87,410.88,415.5,409.219,17823449
NVDA,2024-03-01,800.0,823.0,794.3503,822.79,82.2287,479135115
SPY,2024-03-01,508.98,513.29,508.56,512.85,499.1071,76844800
AAPL,2024-03-04,176.15,176.9,173.79,175.1,173.5208,81510100
MSFT,2024-03-04,413.44,417.35,412.32,414.92,408.6478,17595961
NVDA,2024-03-04,841.3,876.95,837.19,852.37,85.1849,615616444
SPY,2024-03-04,512.03,514.2,512.0,512.3,498.5719,49799300
AAPL,2024-03-05,170.76,172.04,169.62,170.12,168.5857,95132400
MSFT,2024-03-05,413.96,414.25,400.64,402.65,396.5633,26919180
NVDA,2024-03-05,852.7001,860.97,834.1702,859.64,85.9155,520639295
SPY,2024-03-05,510.24,510.7,504.91,507.18,493.5891,72855600
AAPL,2024-03-06,171.06,171.24,168.68,169.12,167.5947,68587700
MSFT,2024-03-06,402.97,405.16,398.39,402.09,396.0117,22344150
NVDA,2024-03-06,880.22,897.24,870.3002,887.0001,88.65,582520304
SPY,2024-03-06,510.55,512.07,508.42,509.75,496.0902,68382400
AAPL,2024-03-07,169.15,170.73,168.49,169.0,167.4758,71765100
MSFT,2024-03-07,406.12,409.78,402.24,409.14,402.9552,18718480
NVDA,2024-03-07,901.5801,927.67,896.0201,926.69,92.6167,608119134
SPY,2024-03-07,513.14,515.89,509.81,514.81,501.0146,58652100
AAPL,2024-03-08,169.0,173.7,168.94,170.73,169.1902,76267000
MSFT,2024-03-08,407.96,410.42,404.33,406.22,400.0793,18002189
NVDA,2024-03-08,951.379,974.0,865.0601,875.2801,87.4786,1142268969
SPY,2024-03-08,515.46,518.22,511.13,511.72,498.0074,86532500
AAPL,2024-03-11,172.94,174.38,172.05,172.75,171.192,60139500
MSFT,2024-03-11,403.762,405.68,401.26,404.52,398.405,16120750
NVDA,2024-03-11,864.2901,887.97,841.6601,857.74,85.7256,678364053
SPY,2024-03-11,510.48,511.88,508.5,511.28,497.5792,62557200
AAPL,2024-03-12,173.15,174.03,171.01,173.23,171.6677,59825400
MSFT,2024-03-12,407.62,415.57,406.79,415.28,409.0023,22457000
NVDA,2024-03-12,880.4901,919.6,861.501,919.13,91.8612,668075223
SPY,2024-03-12,513.45,517.38,510.86,516.78,502.9318,73114400
AAPL,2024-03-13,172.77,173.19,170.76,171.13,169.5866,52488700
MSFT,2024-03-13,418.1,418.18,411.45,415.1,408.8251,17115930
NVDA,2024-03-13,910.55,915.04,884.35,908.88,90.8367,635712924
SPY,2024-03-13,517.11,517.29,514.49,515.97,502.1435,55104100
AAPL,2024-03-14,172.91,174.31,172.05,173.0,171.4398,72913500
MSFT,2024-03-14,420.24,427.82,417.99,425.22,418.7921,34157301
NVDA,2024-03-14,895.77,906.46,866.0,879.44,87.8944,602318194
SPY,2024-03-14,516.97,517.13,511.82,514.95,501.1509,110171800
AAPL,2024-03-15,171.17,172.62,170.29,172.62,171.0632,121752700
MSFT,2024-03-15,419.29,422.6,412.79,416.42,410.1251,45079898
NVDA,2024-03-15,869.3,895.4601,862.5701,878.365,87.787,642086204
SPY,2024-03-15,510.21,511.7,508.12,509.83,497.7096,107646300
AAPL,2024-03-18,175.57,177.71,173.52,173.72,172.1533,75604200
MSFT,2024-03-18,414.25,420.73,413.78,417.32,411.0115,20105980
NVDA,2024-03-18,903.88,924.05,870.85,884.5501,88.4051,668975933
SPY,2024-03-18,514.0,515.48,512.44,512.86,500.6676,88893300
AAPL,2024-03-19,174.34,176.61,173.03,176.08,174.492,55215200
MSFT,2024-03-19,417.83,421.6656,415.55,421.41,415.0397,19837920
NVDA,2024-03-19,867.0001,905.44,850.1,893.98,89.3476,672171243
SPY,2024-03-19,512.15,516.0,511.12,515.71,503.4498,60755300
AAPL,2024-03-20,175.72,178.67,175.09,178.67,177.0586,53423100
MSFT,2024-03-20,422.0,425.96,420.66,425.23,418.8019,17860090
NVDA,2024-03-20,897.97,904.1,882.23,903.72,90.321,479062805
SPY,2024-03-20,515.77,520.62,515.08,520.48,508.1064,69594600
AAPL,2024-03-21,177.05,177.49,170.84,171.37,169.8245,106181300
MSFT,2024-03-21,429.83,430.82,427.16,429.37,422.8794,21296221
NVDA,2024-03-21,923.0,926.48,904.05,914.35,91.3834,480372295
SPY,2024-03-21,523.39,524.11,521.91,522.2,509.7855,60256100
AAPL,2024-03-22,171.76,173.05,170.06,172.28,170.7263,71160100
MSFT,2024-03-22,429.7,429.86,426.07,428.74,422.2589,17648471
NVDA,2024-03-22,911.41,947.7799,908.3401,942.89,94.2358,586719374
SPY,2024-03-22,522.11,522.61,520.97,521.21,508.8191,79070800
AAPL,2024-03-25,170.57,171.94,169.45,170.85,169.3091,54288300
MSFT,2024-03-25,425.24,427.41,421.61,422.86,416.4678,18060449
NVDA,2024-03-25,939.41,967.6599,935.1,950.0201,94.9484,552136084
SPY,2024-03-25,519.8,520.95,519.61,519.77,507.4133,48512100
AAPL,2024-03-26,170.0,171.42,169.58,169.71,168.1794,57388400
MSFT,2024-03-26,425.61,425.99,421.35,421.65,415.2761,16725650
NVDA,2024-03-26,958.5101,963.75,925.0201,925.61,92.5088,513647615
SPY,2024-03-26,521.23,521.58,518.4,518.81,506.4761,65463700
AAPL,2024-03-27,170.41,173.6,170.11,173.31,171.747,60273300
MSFT,2024-03-27,424.44,424.45,419.01,421.43,415.0594,16704980
NVDA,2024-03-27,931.12,932.4,891.23,902.5,90.1991,586067184
SPY,2024-03-27,521.71,523.21,519.49,523.17,510.7325,82999800
AAPL,2024-03-28,171.75,172.23,170.51,171.48,169.9335,65672700
MSFT,2024-03-28,420.96,421.87,419.12,420.72,414.3601,21871160
NVDA,2024-03-28,900.0,913.0,891.93,903.5601,90.305,435212296
SPY,2024-03-28,523.21,524.61,522.78,523.07,510.6348,96294900
AAPL,2024-04-01,171.19,171.25,169.48,170.03,168.4965,46240500
MSFT,2024-04-01,423.95,427.89,422.22,424.57,418.1519,16315960
NVDA,2024-04-01,902.9901,922.25,892.04,903.63,90.312,452441515
SPY,2024-04-01,523.83,524.38,520.97,522.16,509.7465,62477500
AAPL,2024-04-02,169.08,169.34,168.23,168.84,167.3173,49329500
MSFT,2024-04-02,420.11,422.38,417.84,421.44,415.0692,17911990
NVDA,2024-04-02,884.48,900.94,876.2,894.52,89.4015,433063586
SPY,2024-04-02,518.24,518.98,516.48,518.84,506.5054,74230300
AAPL,2024-04-03,168.79,170.68,168.58,169.65,168.12,47691700
MSFT,2024-04-03,419.73,423.26,419.085,420.45,414.0942,16502260
NVDA,2024-04-03,884.84,903.74,884.0,889.64,88.9138,370066596
SPY,2024-04-03,517.72,520.95,517.67,519.41,507.0618,59155800
AAPL,2024-04-04,170.29,171.92,168.82,168.82,167.2975,53704400
MSFT,2024-04-04,424.99,428.67,417.57,417.88,411.563,19370881
NVDA,2024-04-04,904.06,906.34,858.8,859.05,85.8565,434964876
SPY,2024-04-04,523.52,523.87,512.76,513.07,500.8726,96858100
AAPL,2024-04-05,169.59,170.39,168.95,169.58,168.0506,42104800
MSFT,2024-04-05,420.01,426.51,418.32,425.52,419.0876,16554760
NVDA,2024-04-05,868.66,884.8101,859.26,880.08,87.9584,399678476
SPY,2024-04-05,514.46,520.44,514.01,518.43,506.1051,74546500
AAPL,2024-04-08,169.03,169.2,168.24,168.45,166.9308,37425500
MSFT,2024-04-08,425.17,427.28,423.3,424.59,418.1716,14272390
NVDA,2024-04-08,887.0001,888.3001,867.32,871.33,87.0839,283219997
SPY,2024-04-08,519.15,520.18,517.89,518.72,506.3882,48401800
AAPL,2024-04-09,168.7,170.08,168.35,169.67,168.1398,42373800
MSFT,2024-04-09,426.44,427.74,421.62,426.28,419.8361,12512290
NVDA,2024-04-09,874.4201,876.35,830.22,853.54,85.3059,503547375
SPY,2024-04-09,520.5,520.75,514.35,519.32,506.974,68049200
AAPL,2024-04-10,168.8,169.09,167.11,167.78,166.2668,49709300
MSFT,2024-04-10,422.19,424.03,419.7,423.26,416.8617,16216580
NVDA,2024-04-10,839.26,874.0,837.0901,870.39,86.9899,431928476
SPY,2024-04-10,513.48,516.16,512.09,514.12,501.8976,82652800
AAPL,2024-04-11,168.34,175.46,168.16,175.04,173.4614,91070300
MSFT,2024-04-11,425.82,429.37,422.36,427.93,421.4611,17966420
NVDA,2024-04-11,874.2001,907.3899,869.26,906.16,90.5649,431637266
SPY,2024-04-11,515.68,519.48,512.08,518.0,505.6854,70099000
AAPL,2024-04-12,174.26,178.36,174.21,176.55,174.9577,101670900
MSFT,2024-04-12,424.05,425.1794,419.77,421.9,415.5223,19253750
NVDA,2024-04-12,896.99,901.7499,875.3,881.86,88.1363,426804796
SPY,2024-04-12,514.37,515.82,509.08,510.85,498.7053,92561100
AAPL,2024-04-15,175.36,176.63,172.5,172.69,171.1326,73531800
MSFT,2024-04-15,426.6,426.82,413.43,413.64,407.3871,20273539
NVDA,2024-04-15,890.98,906.13,859.2901,860.01,85.9525,443076986
SPY,2024-04-15,515.13,515.3,503.58,504.45,492.4575,92101400
AAPL,2024-04-16,171.75,173.76,168.27,169.38,167.8524,73711200
MSFT,2024-04-16,414.57,418.4,413.7301,414.58,408.3129,16765619
NVDA,2024-04-16,864.325,881.1801,860.639,874.15,87.3657,370453006
SPY,2024-04-16,504.94,506.5,502.21,503.53,491.5594,73484000
AAPL,2024-04-17,169.61,170.65,168.0,168.0,166.4849,50901200
MSFT,2024-04-17,417.25,418.88,410.33,411.84,405.6144,15855490
NVDA,2024-04-17,883.4,887.75,839.5001,840.35,83.9876,495399525
SPY,2024-04-17,506.05,506.22,499.12,500.55,488.6502,75910300
AAPL,2024-04-18,168.03,168.64,166.55,167.04,165.5335,43122900
MSFT,2024-04-18,410.63,411.89,403.95,404.27,398.1588,21029920
NVDA,2024-04-18,849.7,861.9,824.02,846.7101,84.6233,447260306
SPY,2024-04-18,501.98,504.13,498.56,499.52,487.6447,74548100
AAPL,2024-04-19,166.21,166.4,164.08,165.0,163.5119,68149400
MSFT,2024-04-19,404.03,405.48,397.77,399.12,393.0866,30565789
NVDA,2024-04-19,831.5,843.24,756.0601,762.0001,76.157,875197961
SPY,2024-04-19,499.44,500.46,493.86,495.16,483.3883,102212600
AAPL,2024-04-22,165.52,167.26,164.77,165.84,164.3443,48116400
MSFT,2024-04-22,400.08,402.85,395.75,400.96,394.8988,20286881
NVDA,2024-04-22,781.04,800.73,764.0,795.18,79.4732,596340464
SPY,2024-04-22,497.83,502.38,495.43,499.72,487.8399,67961000
AAPL,2024-04-23,165.35,167.05,164.92,166.9,165.3948,49537800
MSFT,2024-04-23,404.235,408.2,403.06,407.57,401.4089,15734500
NVDA,2024-04-23,807.6901,827.6901,802.64,824.23,82.3765,438559406
SPY,2024-04-23,501.78,506.09,499.53,505.65,493.629,64633600
AAPL,2024-04-24,166.54,169.3,166.21,169.02,167.4957,48251800
MSFT,2024-04-24,409.56,412.47,406.78,409.06,402.8764,15065330
NVDA,2024-04-24,839.5001,840.82,791.8301,796.77,79.6321,512207535
SPY,2024-04-24,506.56,507.37,503.13,505.41,493.3947,55928100
AAPL,2024-04-25,169.53,170.61,168.15,169.89,168.3578,50558300
MSFT,2024-04-25,394.03,399.8899,388.03,399.04,393.0078,40586449
NVDA,2024-04-25,788.6801,833.2299,782.23,826.3201,82.5854,424640696
SPY,2024-04-25,499.18,504.27,497.49,503.49,491.5203,69122400
AAPL,2024-04-26,169.88,171.34,169.18,169.3,167.7731,44838400
MSFT,2024-04-26,412.17,413.0,405.7601,406.32,400.1778,29694650
NVDA,2024-04-26,838.18,883.3093,833.87,877.35,87.6855,551010854
SPY,2024-04-26,506.35,509.88,505.7,508.26,496.1769,64306100
AAPL,2024-04-29,173.37,176.03,173.1,173.5,171.9352,68169400
MSFT,2024-04-29,405.25,406.32,399.19,402.25,396.1693,19582090
NVDA,2024-04-29,875.95,879.92,852.66,877.5701,87.7075,388970776
SPY,2024-04-29,510.09,510.75,507.25,510.06,497.9341,46415400
AAPL,2024-04-30,173.33,174.99,170.0,170.33,168.7938,65934800
MSFT,2024-04-30,401.49,402.16,389.17,389.33,383.4446,28781369
NVDA,2024-04-30,872.4,888.19,863.0,864.02,86.3533,363708706
SPY,2024-04-30,508.56,509.56,501.98,501.98,490.0462,77483600
AAPL,2024-05-01,169.58,172.71,169.11,169.3,167.7731,50383100
MSFT,2024-05-01,392.61,401.7199,390.31,394.94,388.9698,23562480
NVDA,2024-05-01,850.77,860.0,812.5457,830.4101,82.9942,559863154
SPY,2024-05-01,501.38,508.19,499.87,500.35,488.455,80242800
AAPL,2024-05-02,172.51,173.42,170.89,173.03,171.4695,94214900
MSFT,2024-05-02,397.66,399.93,394.6515,397.84,391.826,17709359
NVDA,2024-05-02,844.49,862.37,832.0001,858.1701,85.7686,377897536
SPY,2024-05-02,504.15,505.89,499.55,505.03,493.0237,62550200
AAPL,2024-05-03,186.65,187.0,182.66,183.38,181.7261,163224100
MSFT,2024-05-03,402.28,407.15,401.86,406.66,400.5127,17446721
NVDA,2024-05-03,877.89,892.81,870.4,887.89,88.7389,398340696
SPY,2024-05-03,511.16,512.55,508.56,511.29,499.1349,72756700
AAPL,2024-05-06,182.35,184.2,180.42,181.71,180.0712,78569700
MSFT,2024-05-06,408.76,413.93,406.3701,413.54,407.2887,16996641
NVDA,2024-05-06,893.9001,922.2,890.55,921.4001,92.088,376202616
SPY,2024-05-06,513.75,516.61,513.3,516.57,504.2894,47264700
AAPL,2024-05-07,183.45,184.9,181.32,182.4,180.755,77305800
MSFT,2024-05-07,414.66,414.67,409.09,409.34,403.1521,20018230
NVDA,2024-05-07,910.98,917.81,890.11,905.5401,90.5029,437341596
SPY,2024-05-07,517.56,518.57,516.45,517.14,504.8458,52561300
AAPL,2024-05-08,182.85,183.07,181.45,182.74,181.0919,45057100
MSFT,2024-05-08,408.17,412.23,406.7132,410.54,404.334,11792310
NVDA,2024-05-08,894.8251,911.94,894.2001,904.12,90.361,325720997
SPY,2024-05-08,515.26,517.74,515.14,517.19,504.8946,42047200
AAPL,2024-05-09,182.56,184.66,182.11,184.57,182.9054,48983000
MSFT,2024-05-09,410.57,412.72,409.1,412.32,406.0871,14689730
NVDA,2024-05-09,905.29,910.72,882.3101,887.47,88.6969,378012726
SPY,2024-05-09,517.38,520.21,516.71,520.17,507.8038,43643700
AAPL,2024-05-10,184.9,185.09,182.13,183.05,181.6452,50759500
MSFT,2024-05-10,412.935,415.38,411.8,414.74,408.4705,13402280
NVDA,2024-05-10,903.045,914.01,892.27,898.78,89.8273,335325427
SPY,2024-05-10,521.81,522.64,519.59,520.84,508.4578,52233200
AAPL,2024-05-13,185.44,187.1,184.62,186.28,184.8504,72044800
MSFT,2024-05-13,418.01,418.348,410.82,413.72,407.4659,15440230
NVDA,2024-05-13,904.78,909.98,885.29,903.99,90.348,289680197
SPY,2024-05-13,522.56,522.67,519.74,520.91,508.5262,36716400
AAPL,2024-05-14,187.51,188.3,186.29,187.43,185.9915,52393600
MSFT,2024-05-14,412.02,417.49,411.55,416.56,410.263,15109310
NVDA,2024-05-14,895.99,916.51,889.3401,913.5601,91.3045,296507107
SPY,2024-05-14,521.11,523.83,520.56,523.3,510.8594,57535900
AAPL,2024-05-15,187.91,190.65,187.37,189.72,188.264,70400000
MSFT,2024-05-15,417.9,423.81,417.27,423.08,417.436,22239529
NVDA,2024-05-15,924.72,948.62,915.99,946.3,94.5766,417735506
SPY,2024-05-15,525.83,530.08,525.18,529.78,517.1853,59504900
AAPL,2024-05-16,190.47,191.1,189.66,189.84,188.383,52845200
MSFT,2024-05-16,421.8,425.42,420.35,420.99,415.3739,17530051
NVDA,2024-05-16,949.1,958.1899,941.03,943.59,94.3058,323951817
SPY,2024-05-16,529.88,531.52,528.54,528.69,516.1212,50244800
AAPL,2024-05-17,189.51,190.81,189.18,189.87,188.4128,41282900
MSFT,2024-05-17,422.54,422.92,418.025,420.21,414.6043,15352240
NVDA,2024-05-17,943.6901,947.4,918.06,924.79,92.4268,359691016
SPY,2024-05-17,528.81,529.52,527.32,529.45,516.8632,59187600
AAPL,2024-05-20,189.33,191.92,189.01,191.04,189.5738,44361300
MSFT,2024-05-20,420.21,426.77,419.99,425.34,419.6659,16272140
NVDA,2024-05-20,937.5,952.0001,934.4,947.8,94.7265,318764467
SPY,2024-05-20,529.57,531.56,529.17,530.06,517.4587,37764200
AAPL,2024-05-21,191.09,192.73,190.92,192.35,190.8738,42309400
MSFT,2024-05-21,426.825,432.97,424.85,429.04,423.3165,21453260
NVDA,2024-05-21,935.99,954.0,931.8,953.86,95.3322,328946477
SPY,2024-05-21,529.28,531.52,529.07,531.36,518.7278,33437000
AAPL,2024-05-22,192.27,192.82,190.27,190.9,189.4349,34648500
MSFT,2024-05-22,430.09,432.41,427.13,430.52,424.7768,18073699
NVDA,2024-05-22,954.5901,960.2001,932.49,949.5001,94.8965,548648005
SPY,2024-05-22,530.65,531.38,527.6,529.83,517.2341,48390000
AAPL,2024-05-23,190.98,191.0,186.63,186.88,185.4458,51005900
MSFT,2024-05-23,432.97,433.6,425.424,427.0,421.3037,17211689
NVDA,2024-05-23,1020.28,1063.2,1015.2,1037.99,103.7405,835065302
SPY,2024-05-23,532.96,533.07,524.72,525.96,513.4561,57211200
AAPL,2024-05-24,188.82,190.58,188.04,189.98,188.522,36327000
MSFT,2024-05-24,427.19,431.055,424.41,430.16,424.4216,11855290
NVDA,2024-05-24,1044.49,1064.75,1030.0,1064.69,106.409,429493666
SPY,2024-05-24,527.85,530.27,526.88,529.44,516.8534,41291100
AAPL,2024-05-28,191.51,193.0,189.1,189.99,188.5319,52280100
MSFT,2024-05-28,429.63,430.82,426.6,430.32,424.5794,15718020
NVDA,2024-05-28,1102.44,1149.39,1098.83,1139.01,113.8368,652727963
SPY,2024-05-28,530.27,530.51,527.11,529.81,517.2146,36269600
AAPL,2024-05-29,189.61,192.25,189.51,190.29,188.8296,53068000
MSFT,2024-05-29,425.69,430.94,425.69,429.17,423.4448,15517130
NVDA,2024-05-29,1130.5,1154.92,1109.01,1148.25,114.7602,557441904
SPY,2024-05-29,525.68,527.31,525.37,526.1,513.5928,45190300
AAPL,2024-05-30,190.76,192.18,190.63,191.29,189.8219,49889100
MSFT,2024-05-30,424.3,424.3,414.24,414.67,409.1382,28424850
