,Instrument,EXPIR_DATE,PUTCALLIND,STRIKE_PRC,BIDSIZE,BID,ASK,ASKSIZE,TRDPRC_1,HST_CLOSE,HSTCLSDATE,ACVOL_UNS,OPINT_1,OPINTNC,MID_IV,DELTA,GAMMA,THETA,VEGA,RHO
147,SPXn202651250.U,2026-02-20,PUT ,5125,985,0.95,1.15,351,,1.13,2026-01-26,,5434,0,45.5805,-0.004,0.0,-0.1942,0.213,-0.0194
148,SPXb202651500.U,2026-02-20,CALL,5150,1,1826.9,1833.8,26,,1812.45,2026-01-26,,13,0,66.9283,0.9661,0.0,-2.3458,1.3602,3.295
149,SPXn202651500.U,2026-02-20,PUT ,5150,777,1.0,1.2,1044,,1.15,2026-01-26,,2579,-18,45.1519,-0.0042,0.0,-0.2014,0.2231,-0.0204
150,SPXb202651750.U,2026-02-20,CALL,5175,1,1802.2,1808.9,26,,1787.7,2026-01-26,,12,0,66.0537,0.9656,0.0,-2.345,1.376,3.3096
151,SPXn202651750.U,2026-02-20,PUT ,5175,1107,1.0,1.2,107,,1.2,2026-01-26,,1421,0,44.4951,-0.0043,0.0,-0.2009,0.2258,-0.0207
152,SPXb202652000.U,2026-02-20,CALL,5200,1,1777.3,1784.0,24,,1762.7,2026-01-26,,74,0,65.1816,0.9651,0.0,-2.3442,1.3921,3.3241
153,SPXn202652000.U,2026-02-20,PUT ,5200,1167,1.05,1.25,258,,1.27,2026-01-26,,6118,-1,44.0559,-0.0045,0.0,-0.208,0.2362,-0.0217
154,SPXb202652250.U,2026-02-20,CALL,5225,1,1752.4,1759.2,24,,1737.85,2026-01-26,,4,0,64.3473,0.9645,0.0,-2.3471,1.4107,3.3381
155,SPXn202652250.U,2026-02-20,PUT ,5225,974,1.1,1.3,405,,1.26,2026-01-26,,5717,20,43.6073,-0.0047,0.0,-0.2149,0.2466,-0.0228
156,SPXb202652500.U,2026-02-20,CALL,5250,1,1727.3,1734.2,21,,1713.0,2026-01-26,,22,0,63.4445,0.9641,0.0,-2.342,1.4251,3.3529
157,SPXn202652500.U,2026-02-20,PUT ,5250,918,1.15,1.35,471,,1.25,2026-01-26,,1771,-37,43.1499,-0.0049,0.0,-0.2217,0.2572,-0.0239
158,SPXb202652750.U,2026-02-20,CALL,5275,1,1702.4,1709.4,24,,1688.05,2026-01-26,,56,0,62.6142,0.9635,0.0,-2.3447,1.4445,3.3669
159,SPXn202652750.U,2026-02-20,PUT ,5275,850,1.2,1.4,528,,1.35,2026-01-26,,1750,-2,42.6844,-0.0051,0.0,-0.2285,0.268,-0.025
160,SPXb202653000.U,2026-02-20,CALL,5300,1,1677.7,1684.2,21,,1663.2,2026-01-26,,73,0,61.7168,0.963,0.0,-2.3394,1.4595,3.3815
161,SPXn202653000.U,2026-02-20,PUT ,5300,728,1.25,1.45,493,,1.35,2026-01-26,,13057,-2,42.2113,-0.0054,0.0,-0.2351,0.2789,-0.0262
162,SPXb202653250.U,2026-02-20,CALL,5325,1,1652.9,1659.6,26,,1638.3,2026-01-26,,65,0,60.9239,0.9623,0.0,-2.3457,1.4819,3.395
163,SPXn202653250.U,2026-02-20,PUT ,5325,714,1.3,1.5,488,,1.4,2026-01-26,,950,0,41.7312,-0.0056,0.0,-0.2416,0.29,-0.0273
164,SPXb202653500.U,2026-02-20,CALL,5350,1,1627.7,1634.7,26,,1613.45,2026-01-26,,8,0,60.0314,0.9618,0.0,-2.3402,1.4976,3.4095
165,SPXn202653500.U,2026-02-20,PUT ,5350,772,1.35,1.55,485,,1.45,2026-01-26,,2654,0,41.2444,-0.0059,0.0,-0.248,0.3012,-0.0285
166,SPXb202653750.U,2026-02-20,CALL,5375,1,1602.9,1609.8,21,,1588.65,2026-01-26,,159,0,59.2076,0.9612,0.0,-2.3423,1.5185,3.4232
167,SPXn202653750.U,2026-02-20,PUT ,5375,897,1.4,1.6,500,,1.5,2026-01-26,,1882,-1,40.7516,-0.0061,0.0,-0.2542,0.3127,-0.0297
168,SPXb202654000.U,2026-02-20,CALL,5400,29,1577.9,1584.7,21,,1562.55,2026-01-26,,189,0,58.2548,0.9608,0.0,-2.3288,1.53,3.4384
169,SPXn202654000.U,2026-02-20,PUT ,5400,881,1.45,1.65,411,,1.55,2026-01-26,,4296,-1,40.2529,-0.0064,0.0,-0.2604,0.3243,-0.031
170,SPXb202654250.U,2026-02-20,CALL,5425,1,1553.1,1560.1,21,,1537.35,2026-01-26,,126,0,57.5316,0.9599,0.0,-2.342,1.559,3.4508
171,SPXn202654250.U,2026-02-20,PUT ,5425,978,1.5,1.7,248,,1.65,2026-01-26,,3457,-10,39.7488,-0.0067,0.0,-0.2665,0.3362,-0.0323
172,SPXb202654400.U,2026-02-20,CALL,5440,1,1538.5,1545.2,26,,1523.0,2026-01-26,,0,0,57.141,0.9592,0.0,-2.3551,1.58,3.4576
173,SPXn202654400.U,2026-02-20,PUT ,5440,850,1.55,1.75,368,,1.75,2026-01-26,,150,0,39.5018,-0.0069,0.0,-0.2728,0.3464,-0.0334
174,SPXb202654500.U,2026-02-20,CALL,5450,1,1528.3,1535.2,21,,1512.6,2026-01-26,,58,0,56.7116,0.9592,0.0,-2.3436,1.5811,3.4643
175,SPXn202654500.U,2026-02-20,PUT ,5450,1127,1.55,1.75,102,,1.78,2026-01-26,,3041,0,39.2395,-0.0069,0.0,-0.2724,0.3483,-0.0336
176,SPXb202654600.U,2026-02-20,CALL,5460,1,1518.3,1525.3,21,,1503.05,2026-01-26,,0,0,56.3777,0.9589,0.0,-2.3434,1.5895,3.4697
177,SPXn202654600.U,2026-02-20,PUT ,5460,827,1.6,1.8,353,,1.8,2026-01-26,,115,0,39.1188,-0.0071,0.0,-0.2788,0.3576,-0.0346
178,SPXb202654700.U,2026-02-20,CALL,5470,1,1508.5,1515.3,21,,1492.7,2026-01-26,,0,0,56.0752,0.9586,0.0,-2.3469,1.6005,3.4748
179,SPXn202654700.U,2026-02-20,PUT ,5470,941,1.6,1.85,438,,1.8,2026-01-26,,1152,2,38.9256,-0.0073,0.0,-0.2818,0.3633,-0.0352
180,SPXb202654750.U,2026-02-20,CALL,5475,29,1503.3,1510.1,21,,1487.95,2026-01-26,,8,0,55.7676,0.9588,0.0,-2.3299,1.5937,3.4793
181,SPXn202654750.U,2026-02-20,PUT ,5475,777,1.65,1.85,411,,1.8,2026-01-26,,1008,0,38.8626,-0.0074,0.0,-0.285,0.368,-0.0357
182,SPXb202654800.U,2026-02-20,CALL,5480,1,1498.4,1505.4,21,,1483.15,2026-01-26,,0,0,55.7104,0.9584,0.0,-2.3429,1.6067,3.4806
183,SPXn202654800.U,2026-02-20,PUT ,5480,825,1.65,1.85,364,,1.88,2026-01-26,,222,0,38.7313,-0.0074,0.0,-0.2848,0.369,-0.0358
184,SPXb202654900.U,2026-02-20,CALL,5490,1,1488.7,1495.4,26,,1473.2,2026-01-26,,0,0,55.4389,0.9579,0.0,-2.3501,1.6203,3.4852
185,SPXn202654900.U,2026-02-20,PUT ,5490,607,1.7,1.9,380,,1.9,2026-01-26,,114,0,38.6022,-0.0076,0.0,-0.2911,0.3785,-0.0369
186,SPXb202655000.U,2026-02-20,CALL,5500,1,1478.5,1485.5,21,,1463.15,2026-01-26,,865,0,55.044,0.9578,0.0,-2.3423,1.6242,3.4914
187,SPXn202655000.U,2026-02-20,PUT ,5500,867,1.7,1.9,376,,1.93,2026-01-26,,16915,344,38.3393,-0.0077,0.0,-0.2907,0.3806,-0.0371
188,SPXb202655100.U,2026-02-20,CALL,5510,1,1468.6,1475.2,21,,1453.3,2026-01-26,,0,0,54.6191,0.9578,0.0,-2.3308,1.6255,3.498
189,SPXn202655100.U,2026-02-20,PUT ,5510,803,1.75,1.95,374,,2.0,2026-01-26,,413,299,38.2061,-0.0079,0.0,-0.2969,0.3901,-0.0382
190,SPXb202655200.U,2026-02-20,CALL,5520,27,1458.6,1465.4,21,,1443.0,2026-01-26,,0,0,54.3175,0.9574,0.0,-2.3342,1.6369,3.503
191,SPXn202655200.U,2026-02-20,PUT ,5520,850,1.75,1.95,182,,1.98,2026-01-26,,379,0,37.9432,-0.0079,0.0,-0.2964,0.3923,-0.0384
192,SPXb202655250.U,2026-02-20,CALL,5525,29,1453.6,1460.3,21,,1438.05,2026-01-26,,29,0,54.1056,0.9574,0.0,-2.3284,1.6377,3.5063
193,SPXn202655250.U,2026-02-20,PUT ,5525,578,1.8,2.0,426,,1.9,2026-01-26,,1607,3,37.9377,-0.0081,0.0,-0.3028,0.4008,-0.0393
194,SPXb202655300.U,2026-02-20,CALL,5530,1,1448.7,1455.7,21,,1433.15,2026-01-26,,0,0,54.0763,0.9569,0.0,-2.3449,1.6534,3.5071
195,SPXn202655300.U,2026-02-20,PUT ,5530,792,1.8,2.0,369,,1.95,2026-01-26,,398,0,37.8061,-0.0081,0.0,-0.3026,0.4019,-0.0395
196,SPXb202655400.U,2026-02-20,CALL,5540,29,1438.7,1445.4,21,,1423.2,2026-01-26,,1,0,53.6232,0.9569,0.0,-2.3297,1.6525,3.5141
197,SPXn202655400.U,2026-02-20,PUT ,5540,862,1.8,2.0,66,,1.95,2026-01-26,,609,0,37.5431,-0.0082,0.0,-0.3021,0.4042,-0.0397
198,SPXb202655500.U,2026-02-20,CALL,5550,1,1429.1,1435.8,26,,1413.25,2026-01-26,,346,0,53.4713,0.9561,0.0,-2.3513,1.6767,3.5169
199,SPXn202655500.U,2026-02-20,PUT ,5550,824,1.85,2.0,10,,2.0,2026-01-26,,15920,-4,37.3416,-0.0083,0.0,-0.3049,0.4102,-0.0404
200,SPXb202655600.U,2026-02-20,CALL,5560,1,1418.9,1425.6,21,,1403.25,2026-01-26,,0,0,53.02,0.9561,0.0,-2.3361,1.6759,3.5239
201,SPXn202655600.U,2026-02-20,PUT ,5560,675,1.9,2.1,371,,2.15,2026-01-26,,526,229,37.2582,-0.0086,0.0,-0.3142,0.4236,-0.0419
202,SPXb202655700.U,2026-02-20,CALL,5570,1,1409.0,1415.9,21,,1393.2,2026-01-26,,4,0,52.7773,0.9556,0.0,-2.3466,1.6928,3.5279
203,SPXn202655700.U,2026-02-20,PUT ,5570,862,1.9,2.1,171,,2.15,2026-01-26,,226,-1,36.9947,-0.0087,0.0,-0.3137,0.4261,-0.0422
204,SPXb202655750.U,2026-02-20,CALL,5575,1,1404.1,1410.9,26,,1388.4,2026-01-26,,28,0,52.626,0.9554,0.0,-2.3481,1.6987,3.5303
205,SPXn202655750.U,2026-02-20,PUT ,5575,625,1.95,2.15,426,,2.25,2026-01-26,,1306,-2,36.9791,-0.0089,0.0,-0.3198,0.4347,-0.0431
206,SPXb202655800.U,2026-02-20,CALL,5580,1,1399.0,1405.9,21,,1383.65,2026-01-26,,0,0,52.416,0.9554,0.0,-2.3424,1.6997,3.5336
207,SPXn202655800.U,2026-02-20,PUT ,5580,777,1.95,2.15,366,,2.18,2026-01-26,,156,0,36.8473,-0.0089,0.0,-0.3196,0.4359,-0.0433
208,SPXb202655900.U,2026-02-20,CALL,5590,29,1389.0,1395.7,21,,1373.5,2026-01-26,,0,0,51.9966,0.9553,0.0001,-2.3308,1.7015,3.5401
209,SPXn202655900.U,2026-02-20,PUT ,5590,490,2.0,2.2,379,,2.1,2026-01-26,,211,0,36.6968,-0.0092,0.0,-0.3255,0.4458,-0.0444
210,SPXb202656000.U,2026-02-20,CALL,5600,29,1379.1,1385.8,21,,1363.5,2026-01-26,,313,0,51.695,0.9549,0.0001,-2.3339,1.7137,3.545
211,SPXn202656000.U,2026-02-20,PUT ,5600,851,2.0,2.2,15,,2.22,2026-01-26,,6509,3,36.4885,-0.0093,0.0,-0.3281,0.4521,-0.0451
212,SPXb202656100.U,2026-02-20,CALL,5610,1,1369.2,1375.9,21,,1353.6,2026-01-26,,1,0,51.3931,0.9545,0.0001,-2.3368,1.7259,3.5498
213,SPXn202656100.U,2026-02-20,PUT ,5610,760,2.05,2.25,351,,2.2,2026-01-26,,259,-1,36.2794,-0.0095,0.0,-0.3307,0.4584,-0.0458
214,SPXb202656200.U,2026-02-20,CALL,5620,1,1359.5,1366.2,26,,1343.55,2026-01-26,,1,0,51.1772,0.9539,0.0001,-2.3506,1.7459,3.5533
215,SPXn202656200.U,2026-02-20,PUT ,5620,486,2.1,2.3,374,,2.3,2026-01-26,,364,0,36.123,-0.0097,0.0,-0.3365,0.4684,-0.047
216,SPXb202656250.U,2026-02-20,CALL,5625,1,1354.3,1361.0,21,,1339.1,2026-01-26,,105,0,50.9113,0.954,0.0001,-2.3376,1.7418,3.5574
217,SPXn202656250.U,2026-02-20,PUT ,5625,765,2.1,2.3,372,,2.3,2026-01-26,,2381,-26,35.9909,-0.0097,0.0,-0.3362,0.4698,-0.0471
218,SPXb202656300.U,2026-02-20,CALL,5630,29,1349.3,1356.0,21,,1333.9,2026-01-26,,2,0,50.7317,0.9539,0.0001,-2.3354,1.7455,3.5602
219,SPXn202656300.U,2026-02-20,PUT ,5630,851,2.1,2.3,163,,2.33,2026-01-26,,332,-1,35.8588,-0.0098,0.0,-0.3359,0.4712,-0.0473
220,SPXb202656400.U,2026-02-20,CALL,5640,1,1339.4,1346.1,21,,1323.65,2026-01-26,,0,0,50.4296,0.9535,0.0001,-2.3383,1.758,3.5649
221,SPXn202656400.U,2026-02-20,PUT ,5640,714,2.15,2.35,349,,2.4,2026-01-26,,309,5,35.6995,-0.01,0.0,-0.3416,0.4813,-0.0484
222,SPXb202656500.U,2026-02-20,CALL,5650,1,1329.6,1336.4,21,,1313.85,2026-01-26,,328,0,50.2119,0.9528,0.0001,-2.3518,1.7784,3.5683
223,SPXn202656500.U,2026-02-20,PUT ,5650,458,2.2,2.4,402,,2.4,2026-01-26,,4241,25,35.5377,-0.0102,0.0,-0.3472,0.4915,-0.0496
224,SPXb202656600.U,2026-02-20,CALL,5660,1,1319.7,1326.4,21,,1304.05,2026-01-26,,0,0,49.8809,0.9525,0.0001,-2.3509,1.7885,3.5735
225,SPXn202656600.U,2026-02-20,PUT ,5660,884,2.2,2.4,123,,2.45,2026-01-26,,911,6,35.2731,-0.0103,0.0,-0.3466,0.4945,-0.0499
226,SPXb202656700.U,2026-02-20,CALL,5670,1,1309.6,1316.3,21,,1293.8,2026-01-26,,2,0,49.4665,0.9524,0.0001,-2.3393,1.791,3.5799
227,SPXn202656700.U,2026-02-20,PUT ,5670,851,2.25,2.45,192,,2.45,2026-01-26,,506,-1,35.1085,-0.0106,0.0,-0.3522,0.5048,-0.0511
228,SPXb202656750.U,2026-02-20,CALL,5675,29,1304.6,1311.3,21,,1288.95,2026-01-26,,490,0,49.2875,0.9522,0.0001,-2.3371,1.7949,3.5827
229,SPXn202656750.U,2026-02-20,PUT ,5675,822,2.25,2.5,410,,2.4,2026-01-26,,1926,14,35.0254,-0.0107,0.0,-0.3549,0.51,-0.0517
230,SPXb202656800.U,2026-02-20,CALL,5680,1,1299.8,1306.6,21,,1284.05,2026-01-26,,0,0,49.247,0.9517,0.0001,-2.3526,1.8118,3.5832
231,SPXn202656800.U,2026-02-20,PUT ,5680,667,2.3,2.5,367,,2.53,2026-01-26,,458,0,34.9416,-0.0108,0.0,-0.3576,0.5152,-0.0523
232,SPXb202656900.U,2026-02-20,CALL,5690,1,1289.9,1296.6,21,,1274.35,2026-01-26,,0,0,48.9163,0.9513,0.0001,-2.3516,1.8222,3.5883
233,SPXn202656900.U,2026-02-20,PUT ,5690,433,2.35,2.55,406,,2.55,2026-01-26,,745,6,34.7725,-0.0111,0.0,-0.363,0.5256,-0.0536
234,SPXb202657000.U,2026-02-20,CALL,5700,1,1279.8,1286.7,21,,1264.35,2026-01-26,,720,0,48.5584,0.9511,0.0001,-2.347,1.8302,3.5938
235,SPXn202657000.U,2026-02-20,PUT ,5700,824,2.35,2.6,670,,2.53,2026-01-26,,5340,-226,34.5543,-0.0112,0.0,-0.3654,0.5325,-0.0543
236,SPXb202657100.U,2026-02-20,CALL,5710,1,1270.1,1276.8,26,,1254.5,2026-01-26,,30,0,48.2823,0.9505,0.0001,-2.353,1.8461,3.598
237,SPXn202657100.U,2026-02-20,PUT ,5710,798,2.4,2.6,157,,2.65,2026-01-26,,546,0,34.3355,-0.0114,0.0,-0.3678,0.5394,-0.0552
238,SPXb202657200.U,2026-02-20,CALL,5720,27,1259.9,1266.6,21,,1244.8,2026-01-26,,0,0,47.8438,0.9505,0.0001,-2.3379,1.8464,3.6047
239,SPXn202657200.U,2026-02-20,PUT ,5720,735,2.45,2.65,189,,2.68,2026-01-26,,289,0,34.1617,-0.0117,0.0,-0.373,0.5501,-0.0564
240,SPXb202657250.U,2026-02-20,CALL,5725,1,1255.2,1261.9,26,,1239.5,2026-01-26,,256,0,47.8001,0.9499,0.0001,-2.353,1.8636,3.6052
241,SPXn202657250.U,2026-02-20,PUT ,5725,775,2.45,2.7,409,,2.65,2026-01-26,,1215,2,34.0741,-0.0118,0.0,-0.3757,0.5554,-0.057
242,SPXb202657300.U,2026-02-20,CALL,5730,1,1250.1,1256.9,21,,1234.4,2026-01-26,,0,0,47.6215,0.9498,0.0001,-2.3507,1.8678,3.608
243,SPXn202657300.U,2026-02-20,PUT ,5730,654,2.5,2.7,352,,2.73,2026-01-26,,199,19,33.9859,-0.0119,0.0,-0.3783,0.5608,-0.0577
244,SPXb202657400.U,2026-02-20,CALL,5740,27,1240.0,1246.8,21,,1224.5,2026-01-26,,1,0,47.2112,0.9497,0.0001,-2.3391,1.8709,3.6143
245,SPXn202657400.U,2026-02-20,PUT ,5740,471,2.55,2.75,375,,2.78,2026-01-26,,472,0,33.808,-0.0122,0.0,-0.3834,0.5715,-0.0589
246,SPXb202657500.U,2026-02-20,CALL,5750,1,1230.3,1237.0,21,,1214.75,2026-01-26,,762,0,46.9875,0.949,0.0001,-2.3517,1.8926,3.6174
247,SPXn202657500.U,2026-02-20,PUT ,5750,407,2.6,2.8,646,,2.83,2026-01-26,,5630,-6,33.6282,-0.0125,0.0,-0.3886,0.5824,-0.0602
248,SPXb202657600.U,2026-02-20,CALL,5760,27,1220.2,1226.9,21,,1204.9,2026-01-26,,32,0,46.5784,0.9489,0.0001,-2.3401,1.8959,3.6237
249,SPXn202657600.U,2026-02-20,PUT ,5760,792,2.6,2.85,383,,2.95,2026-01-26,,538,-20,33.4043,-0.0126,0.0,-0.3907,0.5897,-0.0611
250,SPXb202657700.U,2026-02-20,CALL,5770,1,1210.5,1217.2,21,,1194.7,2026-01-26,,0,0,46.3794,0.948,0.0001,-2.356,1.9205,3.6263
251,SPXn202657700.U,2026-02-20,PUT ,5770,735,2.65,2.9,382,,2.85,2026-01-26,,426,-5,33.2216,-0.0129,0.0,-0.3958,0.6007,-0.0624
252,SPXb202657750.U,2026-02-20,CALL,5775,1,1205.5,1212.2,21,,1189.9,2026-01-26,,135,0,46.2012,0.9479,0.0001,-2.3536,1.9249,3.629
253,SPXn202657750.U,2026-02-20,PUT ,5775,485,2.7,2.9,397,,2.93,2026-01-26,,1046,1,33.1295,-0.013,0.0,-0.3983,0.6062,-0.0631
254,SPXb202657800.U,2026-02-20,CALL,5780,1,1200.5,1207.2,21,,1184.8,2026-01-26,,0,0,46.0231,0.9477,0.0001,-2.3511,1.9293,3.6317
255,SPXn202657800.U,2026-02-20,PUT ,5780,732,2.7,2.95,644,,3.0,2026-01-26,,392,-17,33.037,-0.0132,0.0,-0.4007,0.6118,-0.0637
256,SPXb202657900.U,2026-02-20,CALL,5790,1,1190.6,1197.3,21,,1175.1,2026-01-26,,2,0,45.7188,0.9472,0.0001,-2.3531,1.9436,3.6361
257,SPXn202657900.U,2026-02-20,PUT ,5790,685,2.75,2.95,196,,3.0,2026-01-26,,648,0,32.8105,-0.0134,0.0,-0.4028,0.6193,-0.0646
258,SPXb202658000.U,2026-02-20,CALL,5800,1,1180.7,1187.4,21,,1164.75,2026-01-26,,2180,-85,45.4142,0.9467,0.0001,-2.3551,1.958,3.6404
259,SPXn202658000.U,2026-02-20,PUT ,5800,655,2.8,3.0,291,,3.02,2026-01-26,,10810,-74,32.6232,-0.0137,0.0,-0.4077,0.6306,-0.066
260,SPXb202658100.U,2026-02-20,CALL,5810,1,1170.7,1177.3,21,,1154.85,2026-01-26,,1,0,45.0332,0.9465,0.0001,-2.3467,1.9645,3.6461
261,SPXn202658100.U,2026-02-20,PUT ,5810,668,2.85,3.1,503,,3.1,2026-01-26,,441,-5,32.473,-0.014,0.0,-0.4154,0.6455,-0.0678
262,SPXb202658200.U,2026-02-20,CALL,5820,1,1160.8,1167.5,21,,1144.85,2026-01-26,,3,0,44.7539,0.9459,0.0001,-2.3519,1.9819,3.65
263,SPXn202658200.U,2026-02-20,PUT ,5820,497,2.9,3.1,196,,3.15,2026-01-26,,526,23,32.2435,-0.0142,0.0,-0.4173,0.6533,-0.0687
264,SPXb202658250.U,2026-02-20,CALL,5825,27,1155.7,1162.4,21,,1139.95,2026-01-26,,345,0,44.5259,0.9459,0.0001,-2.3427,1.9812,3.6535
265,SPXn202658250.U,2026-02-20,PUT ,5825,797,2.9,3.2,703,,3.1,2026-01-26,,2928,-1,32.1854,-0.0145,0.0,-0.4225,0.6626,-0.0699
266,SPXb202658300.U,2026-02-20,CALL,5830,29,1150.7,1157.4,21,,1135.25,2026-01-26,,1,0,44.3485,0.9458,0.0001,-2.3402,1.9859,3.6562
267,SPXn202658300.U,2026-02-20,PUT ,5830,557,2.95,3.2,535,,3.3,2026-01-26,,828,1,32.0888,-0.0146,0.0,-0.4248,0.6684,-0.0706
268,SPXb202658400.U,2026-02-20,CALL,5840,27,1140.8,1147.5,21,,1125.05,2026-01-26,,0,0,44.0439,0.9453,0.0001,-2.3419,2.0009,3.6604
269,SPXn202658400.U,2026-02-20,PUT ,5840,500,3.0,3.2,201,,3.21,2026-01-26,,961,-2,31.8574,-0.0148,0.0,-0.4267,0.6764,-0.0716
270,SPXb202658500.U,2026-02-20,CALL,5850,1,1131.0,1137.8,21,,1115.2,2026-01-26,,501,0,43.8134,0.9444,0.0001,-2.3536,2.0241,3.6632
271,SPXn202658500.U,2026-02-20,PUT ,5850,854,3.0,3.3,640,,3.28,2026-01-26,,22648,697,31.6621,-0.0151,0.0,-0.4313,0.6881,-0.073
272,SPXb202658600.U,2026-02-20,CALL,5860,1,1121.2,1127.9,21,,1105.25,2026-01-26,,0,0,43.5322,0.9438,0.0001,-2.3585,2.042,3.6669
273,SPXn202658600.U,2026-02-20,PUT ,5860,502,3.1,3.3,197,,3.5,2026-01-26,,803,1,31.4652,-0.0154,0.0,-0.4359,0.6999,-0.0744
274,SPXb202658700.U,2026-02-20,CALL,5870,27,1111.0,1117.8,21,,1095.25,2026-01-26,,2,0,43.1042,0.9438,0.0001,-2.3434,2.0439,3.6735
275,SPXn202658700.U,2026-02-20,PUT ,5870,758,3.1,3.4,620,,3.4,2026-01-26,,526,0,31.2669,-0.0157,0.0,-0.4404,0.7118,-0.0759
276,SPXb202658750.U,2026-02-20,CALL,5875,1,1106.2,1113.0,21,,1090.7,2026-01-26,,121,0,43.0244,0.9432,0.0001,-2.354,2.0598,3.6741
277,SPXn202658750.U,2026-02-20,PUT ,5875,245,3.2,3.4,429,,3.4,2026-01-26,,3419,-1,31.2019,-0.016,0.0,-0.4453,0.7213,-0.0771
278,SPXb202658800.U,2026-02-20,CALL,5880,1,1101.3,1108.0,21,,1085.35,2026-01-26,,0,0,42.8713,0.9429,0.0001,-2.3547,2.0675,3.6762
279,SPXn202658800.U,2026-02-20,PUT ,5880,584,3.2,3.5,618,,3.6,2026-01-26,,248,1,31.1359,-0.0162,0.0,-0.4502,0.7309,-0.0783
280,SPXb202658900.U,2026-02-20,CALL,5890,29,1091.2,1097.9,21,,1075.5,2026-01-26,,1,0,42.4687,0.9428,0.0001,-2.3429,2.0724,3.6822
281,SPXn202658900.U,2026-02-20,PUT ,5890,929,3.2,3.5,641,,3.5,2026-01-26,,901,0,30.866,-0.0163,0.0,-0.4493,0.7359,-0.0789
282,SPXb202659000.U,2026-02-20,CALL,5900,1,1081.4,1088.6,1,,1065.1,2026-01-26,,2903,0,42.0186,0.9428,0.0002,-2.3245,2.0717,3.6892
283,SPXn202659000.U,2026-02-20,PUT ,5900,774,3.3,3.6,740,,3.6,2026-01-26,,10318,-6,30.73,-0.0168,0.0,-0.4589,0.7552,-0.0813
284,SPXb202659100.U,2026-02-20,CALL,5910,3,1071.8,1076.7,2,,1055.95,2026-01-26,,1,0,41.6174,0.9426,0.0002,-2.3126,2.0766,3.6952
285,SPXn202659100.U,2026-02-20,PUT ,5910,75,3.4,3.6,533,,3.7,2026-01-26,,719,0,30.525,-0.0172,0.0,-0.4632,0.7675,-0.0829
286,SPXb202659200.U,2026-02-20,CALL,5920,3,1061.9,1066.8,2,,1045.8,2026-01-26,,29,0,41.3127,0.942,0.0002,-2.3139,2.0928,3.6992
287,SPXn202659200.U,2026-02-20,PUT ,5920,770,3.4,3.7,640,,3.7,2026-01-26,,487,0,30.3187,-0.0175,0.0,-0.4674,0.7799,-0.0844
288,SPXb202659250.U,2026-02-20,CALL,5925,3,1056.9,1061.9,2,,1040.75,2026-01-26,,204,0,41.1602,0.9418,0.0002,-2.3145,2.1009,3.7012
289,SPXn202659250.U,2026-02-20,PUT ,5925,862,3.4,3.7,396,,3.9,2026-01-26,,2512,1,30.1832,-0.0176,0.0,-0.4668,0.7826,-0.0848
290,SPXb202659300.U,2026-02-20,CALL,5930,3,1052.0,1056.9,2,,1035.9,2026-01-26,,1,0,41.0076,0.9415,0.0002,-2.3151,2.1091,3.7032
291,SPXn202659300.U,2026-02-20,PUT ,5930,346,3.5,3.7,15,,3.7,2026-01-26,,416,11,30.174,-0.018,0.0,-0.4767,0.7995,-0.0869
292,SPXb202659400.U,2026-02-20,CALL,5940,3,1042.0,1047.0,2,,1026.0,2026-01-26,,0,0,40.6787,0.941,0.0002,-2.313,2.1228,3.7076
293,SPXn202659400.U,2026-02-20,PUT ,5940,743,3.5,3.8,531,,3.85,2026-01-26,,403,0,29.9024,-0.0182,0.0,-0.4756,0.8051,-0.0876
294,SPXb202659500.U,2026-02-20,CALL,5950,3,1032.8,1036.7,2,,1016.3,2026-01-26,,3359,0,40.4432,0.9401,0.0002,-2.3238,2.1478,3.71
295,SPXn202659500.U,2026-02-20,PUT ,5950,595,3.6,3.9,638,,3.86,2026-01-26,,5924,1,29.7532,-0.0187,0.0,-0.4848,0.825,-0.0901
296,SPXb202659600.U,2026-02-20,CALL,5960,3,1022.2,1027.2,2,,1006.1,2026-01-26,,0,0,40.0673,0.9398,0.0002,-2.3151,2.1563,3.7154
297,SPXn202659600.U,2026-02-20,PUT ,5960,169,3.7,3.9,195,,4.0,2026-01-26,,832,-6,29.541,-0.019,0.0,-0.4887,0.8379,-0.0918
298,SPXb202659700.U,2026-02-20,CALL,5970,3,1012.3,1017.3,2,,996.2,2026-01-26,,5,0,39.7611,0.9392,0.0002,-2.316,2.1733,3.7192
299,SPXn202659700.U,2026-02-20,PUT ,5970,736,3.7,4.0,534,,4.1,2026-01-26,,363,-9,29.3277,-0.0194,0.0,-0.4926,0.851,-0.0935
300,SPXb202659750.U,2026-02-20,CALL,5975,3,1007.4,1012.3,2,,991.3,2026-01-26,,615,0,39.6078,0.9389,0.0002,-2.3164,2.1819,3.7211
301,SPXn202659750.U,2026-02-20,PUT ,5975,282,3.8,4.0,124,,4.1,2026-01-26,,4501,0,29.2496,-0.0196,0.0,-0.4971,0.8611,-0.0948
302,SPXb202659800.U,2026-02-20,CALL,5980,3,1002.4,1007.5,2,,986.32,2026-01-26,,8,0,39.4317,0.9387,0.0002,-2.3136,2.1877,3.7235
303,SPXn202659800.U,2026-02-20,PUT ,5980,488,3.8,4.1,641,,4.1,2026-01-26,,1111,0,29.1708,-0.0199,0.0,-0.5015,0.8712,-0.0961
